,Y02A  10,Y02A  20,Y02A  30,Y02A  40,Y02A  50,Y02A  90,Y02B  10,Y02B  20,Y02B  30,Y02B  40,Y02B  50,Y02B  60,Y02B  70,Y02B  80,Y02B  90,Y02C  10,Y02C  20,Y02D  10,Y02D  30,Y02D  50,Y02D  70,Y02E  10,Y02E  20,Y02E  30,Y02E  40,Y02E  50,Y02E  60,Y02E  70,Y02P  10,Y02P  20,Y02P  30,Y02P  40,Y02P  60,Y02P  70,Y02P  80,Y02P  90,Y02T  10,Y02T  30,Y02T  50,Y02T  70,Y02T  90,Y02W  10,Y02W  30,Y02W  90,Y04S  10,Y04S  20,Y04S  30,Y04S  40,Y04S  50
AUS,0.0,1.5,1.3333333333333333,2.0,2.25,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6666666666666666,0.0,0.0,1.0,1.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0
AUT,0.0,0.5,1.0,0.0,5.5,0.0,1.1666666666666665,1.0,1.5,0.3333333333333333,0.0,0.0,1.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,3.3333333333333335,1.0,0.5,0.0,0.0,1.5,0.3333333333333333,12.5625,2.0,0.0,1.1458333333333333,0.0,1.0,1.0,0.1666666666666666,3.0,0.0,0.0,0.0,0.0,2.5,5.479166666666666,0.0,1.0,0.25,0.0,0.25,0.0
BEL,0.0,0.0,0.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,5.783333333333333,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0
BGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,1.0,1.0,0.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,9.2,0.0,5.333333333333333,8.333333333333334,0.0,0.5,1.0,0.2916666666666666,0.0,0.3333333333333333,0.2,0.0,2.5,0.0,0.2,2.0,3.5,0.0,0.2,0.0,0.2,0.0,0.0
CHE,0.0,0.0,1.0,5.333333333333333,4.0,0.0,0.5,2.0,6.5,1.0,0.0,0.0,0.0,0.0,0.3333333333333332,0.0,0.0,0.5,1.0,0.0,0.0,8.0,4.333333333333333,1.0,2.5,4.333333333333333,7.166666666666667,0.0,5.291666666666666,8.86111111111111,0.0,3.1249999999999996,0.0,3.333333333333333,0.0,2.0,5.5,0.0,0.0,0.0,0.0,0.0,7.208333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
CHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CYP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,2.5,8.5,9.333333333333332,9.733333333333333,29.035714285714285,3.0,9.616666666666667,16.833333333333332,17.25,2.25,0.0,0.0,6.833333333333333,1.5,2.9166666666666665,0.0,1.5,1.0,3.333333333333333,0.0,0.0,32.28333333333333,15.166666666666666,20.333333333333332,5.0,7.416666666666666,53.75,0.8333333333333333,22.145833333333332,62.75,1.9999999999999998,7.8125,4.45,31.0,1.7,7.416666666666666,103.58333333333333,6.0,5.333333333333333,0.0,4.083333333333333,19.666666666666664,83.09583333333333,1.4,2.583333333333333,2.4166666666666665,0.0,4.416666666666666,0.0
DNK,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.25,4.25,0.0,0.0,4.0,0.0,1.0,0.0,1.75,0.0,0.3333333333333333,2.5,1.0,0.0,0.0,0.0,1.5,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0
ESP,0.0,0.0,0.0,2.25,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,1.25,0.0,0.0,0.25,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0
EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,0.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,1.6666666666666663,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.1666666666666665,0.25,0.5,0.5,0.0,0.0,1.0,3.333333333333333,0.0,3.0,1.5,1.5,1.8333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,0.5,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
