,Y02A  10,Y02A  20,Y02A  30,Y02A  40,Y02A  50,Y02A  90,Y02B  10,Y02B  20,Y02B  30,Y02B  40,Y02B  50,Y02B  60,Y02B  70,Y02B  80,Y02B  90,Y02C  10,Y02C  20,Y02D  10,Y02D  30,Y02D  50,Y02D  70,Y02E  10,Y02E  20,Y02E  30,Y02E  40,Y02E  50,Y02E  60,Y02E  70,Y02P  10,Y02P  20,Y02P  30,Y02P  40,Y02P  60,Y02P  70,Y02P  80,Y02P  90,Y02T  10,Y02T  30,Y02T  50,Y02T  70,Y02T  90,Y02W  10,Y02W  30,Y02W  90,Y04S  10,Y04S  20,Y04S  30,Y04S  40,Y04S  50
AUS,0.0,2.833333333333333,0.4761904761904761,4.0,9.0,1.0,0.4761904761904761,1.0,1.6428571428571428,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.833333333333333,0.0,2.0,0.0,0.0,16.05952380952381,1.6666666666666663,0.0,0.0,1.3333333333333333,3.0595238095238093,0.1428571428571428,13.333333333333332,2.738095238095238,0.0,0.3333333333333332,0.0,2.5,0.0,1.2499999999999996,10.75,0.0,2.7333333333333334,1.0,0.25,6.583333333333334,1.0,0.0,0.25,0.0,0.0,0.0,0.0
AUT,0.0,2.0,0.8333333333333333,2.0,9.333333333333332,0.0,2.583333333333333,6.5,3.333333333333333,1.0,0.0,0.0,1.5,0.3333333333333333,0.0,0.0,0.0,2.0,3.666666666666666,0.0,0.0,15.743290043290044,1.1666666666666663,1.8333333333333333,0.2,3.0,3.45,0.3333333333333333,7.0,5.666666666666666,0.0,1.5,0.0,3.083333333333333,0.6666666666666666,3.1666666666666665,6.142857142857142,2.0,0.0,0.0,0.25,1.0,8.5,0.0,0.2,0.0,0.0,0.2,0.0
BEL,0.0,1.0,0.0,13.159029038112523,16.659523809523805,0.5,0.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,4.0,0.0,0.0,4.75,1.0,0.0,0.0,1.6111111111111112,3.5,0.0,4.666666666666667,8.027777777777777,1.8611111111111112,3.0,0.0,4.416666666666666,0.0,0.5,4.0,0.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,5.0,0.0,0.0,0.0,0.0,1.5,0.0
BGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1666666666666663,0.25,0.0,2.0,0.0,1.1666666666666663,0.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.25,0.0,2.0,1.6666666666666667,0.0,0.0,0.25,0.0,0.0,0.0
CAN,0.0,1.75,0.3333333333333333,4.5,12.63888888888889,3.2,0.25,4.5,2.25,0.0,0.0,0.0,0.6818181818181818,0.3333333333333333,1.1262626262626263,0.0,3.227777777777778,3.833333333333333,21.61590909090909,0.0,0.0,9.416666666666666,0.6111111111111112,1.0,1.3333333333333333,8.75,33.361111111111114,0.25,4.85,9.666666666666666,1.6666666666666663,0.75,2.5,6.111111111111111,0.0,6.166666666666667,12.666666666666666,0.1666666666666666,2.333333333333333,0.0,1.1111111111111112,5.416666666666666,3.738888888888889,0.0,0.5833333333333333,0.931818181818182,0.0,0.75,0.0
CHE,0.0,1.5,1.0,3.25,12.608333333333334,0.0,0.6428571428571428,0.0,7.5,0.0,0.0,0.0,1.5,0.0,0.75,0.0,0.25,0.5,2.5,0.0,0.0,7.416666666666666,6.75,1.5,2.9444444444444446,1.4666666666666668,22.0,0.0,1.5,14.05,0.0,1.6666666666666663,0.5,4.722222222222222,0.0,3.5,8.375,1.0,8.166666666666668,0.3333333333333333,0.25,3.55,3.1333333333333333,0.25,2.361111111111111,0.5,0.0,3.583333333333333,0.5
CHL,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
CHN,0.0,1.0,0.5,3.0,11.375,1.0,0.5,10.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.0,1.25,3.833333333333333,19.33333333333333,0.0,0.0,10.277777777777777,0.0,1.0,1.5,2.0,33.08333333333333,0.0,1.0833333333333333,9.208333333333332,3.333333333333333,0.3333333333333333,0.0,9.166666666666668,0.0,2.5,6.142857142857142,1.0,1.0,0.0,0.0,1.0,4.083333333333333,0.0,0.0,0.0,0.0,1.0,0.0
CYP,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.375,0.0,0.0,2.0,0.375,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
