,Y02A  10,Y02A  20,Y02A  30,Y02A  40,Y02A  50,Y02A  90,Y02B  10,Y02B  20,Y02B  30,Y02B  40,Y02B  50,Y02B  60,Y02B  70,Y02B  80,Y02B  90,Y02C  10,Y02C  20,Y02D  10,Y02D  30,Y02D  50,Y02D  70,Y02E  10,Y02E  20,Y02E  30,Y02E  40,Y02E  50,Y02E  60,Y02E  70,Y02P  10,Y02P  20,Y02P  30,Y02P  40,Y02P  60,Y02P  70,Y02P  80,Y02P  90,Y02T  10,Y02T  30,Y02T  50,Y02T  70,Y02T  90,Y02W  10,Y02W  30,Y02W  90,Y04S  10,Y04S  20,Y04S  30,Y04S  40,Y04S  50
AUS,0.0,0.6,1.1,4.333333333333333,8.25,2.0,5.1,3.333333333333333,3.6666666666666665,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,12.6,0.5,0.0,1.0,2.0,9.833333333333332,0.0,7.499999999999999,1.6666666666666663,1.0,0.0,1.5,1.5833333333333333,0.0,0.1,4.5,0.0,3.0,0.0,0.0,3.25,2.5,0.5,0.5,0.8333333333333333,0.0,2.0,0.0
AUT,0.0,0.3333333333333333,0.5,2.0,6.166666666666666,0.0,2.833333333333333,17.0,5.833333333333333,3.0,0.0,0.0,10.166666666666668,0.5,2.3666666666666663,0.0,4.833333333333333,0.5,2.5,0.0,0.0,29.666666666666664,4.0,0.5,1.2,4.933333333333334,31.40833333333333,0.0,7.283333333333333,6.5,0.0,3.5,1.0,3.875,0.5,1.75,25.291666666666664,4.5,0.5833333333333333,0.0,4.041666666666666,3.183333333333333,9.0,1.0,0.9916666666666666,0.1666666666666666,0.0,3.3666666666666663,0.0
BEL,0.0,1.75,0.5833333333333333,6.5,8.903703703703702,0.0,1.8611111111111112,0.5,1.35,0.0,0.0,0.0,1.3095238095238095,0.5833333333333333,1.0,0.0,0.625,4.0,4.5,0.0,0.0,28.561111111111117,1.0,0.25,0.1428571428571428,2.433333333333333,10.017857142857142,0.0,6.0,6.0,2.6666666666666665,2.75,1.0833333333333333,3.375,1.6,1.0,12.652777777777777,1.5,9.5,0.8333333333333333,0.75,1.85,4.5,0.0,1.1428571428571428,1.809523809523809,0.0,2.392857142857143,0.5595238095238095
BGR,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,2.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.25,0.0,0.5,4.666666666666667,1.0,0.0,1.5833333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,0.0,0.0,2.333333333333333,5.0,13.50952380952381,5.833333333333333,3.0,1.8333333333333333,3.333333333333333,0.0,0.0,0.0,2.625,0.0,2.75,0.3333333333333333,4.426190476190476,4.666666666666666,18.41388888888889,0.0,0.0,13.516666666666667,2.4761904761904763,5.472222222222222,2.5277777777777777,6.184523809523809,35.63034188034188,0.1,3.4833333333333334,6.126190476190476,3.083333333333333,0.3333333333333333,1.7857142857142856,3.4166666666666665,0.5833333333333333,5.0,19.01785714285714,0.0,7.033333333333333,0.0,1.125,6.624999999999999,4.458333333333333,0.0,1.6444444444444444,2.75,0.5333333333333333,2.083333333333333,0.0
CHE,0.0,2.5,2.583333333333333,5.0,14.244444444444444,1.6666666666666663,5.916666666666666,1.4166666666666663,12.0,0.0,1.0,0.0,6.3125,0.0,0.6166666666666666,0.0,3.011111111111111,2.333333333333333,3.0,0.0,0.0,54.759523809523806,18.194444444444443,1.0,0.5,2.6666666666666665,29.03333333333333,0.5833333333333331,4.666666666666666,13.576470588235292,3.333333333333333,1.7,3.5,12.80952380952381,1.8333333333333333,9.45,30.166666666666664,0.0,6.416666666666667,1.0,4.166666666666667,5.0,7.783333333333333,0.0,0.7,0.5625,0.2291666666666666,7.449999999999999,0.2291666666666666
CHL,0.0,0.0,0.0,3.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.25,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN,0.0,3.0,2.083333333333333,3.6666666666666665,21.916666666666668,1.0,4.249999999999999,35.83333333333333,11.666666666666666,9.083333333333332,1.0,0.1666666666666666,21.87796512657108,1.5,1.0833333333333333,0.0,1.15,36.583333333333336,186.1944277634798,0.0,0.0,57.34642857142857,1.3333333333333333,4.0,4.803779429987609,6.654761904761905,65.03392857142856,0.5833333333333333,7.333333333333334,21.58333333333333,4.416666666666667,0.25,2.571428571428571,14.779761904761903,2.833333333333333,6.75,28.542261904761908,2.0,3.75,0.0,6.792261904761904,5.5,4.416666666666667,1.0,1.0339285714285713,3.321428571428571,1.2714285714285714,5.449999999999999,0.6666666666666666
CYP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0
