,A01,A21,A22,A23,A24,A41,A42,A43,A44,A45,A46,A47,A61,A62,A63,B01,B02,B03,B04,B05,B06,B07,B08,B09,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B41,B42,B43,B44,B60,B61,B62,B63,B64,B65,B66,B67,B68,B81,B82,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C21,C22,C23,C25,C30,C40,C99,D01,D02,D03,D04,D05,D06,D07,D10,D21,E01,E02,E03,E04,E05,E06,E21,E99,F01,F02,F03,F04,F05,F15,F16,F17,F21,F22,F23,F24,F25,F26,F27,F28,F41,F42,F99,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G16,G21,G99,H01,H02,H03,H04,H05,H99
AUS,9.959219858156027,0.1428571428571428,1.4,4.160014005602241,0.1428571428571428,0.0,0.0,1.0,0.0,1.0,0.7,5.316666666666666,64.32051467051467,1.4,6.7,14.496031746031743,1.0,1.75,1.25,0.6666666666666666,0.0,1.0,2.4444444444444446,0.2,2.458333333333333,3.073906485671191,1.933333333333333,0.3611111111111111,1.3333333333333333,0.0,0.1666666666666666,1.0416666666666663,3.674242424242424,1.0,0.0,1.5833333333333333,0.7727272727272728,4.226190476190476,2.45,1.3333333333333333,0.3968253968253967,14.242857142857142,2.333333333333333,4.277777777777778,1.0,1.5,10.916666666666666,0.5,1.3333333333333333,0.0,0.0,0.0833333333333333,3.364285714285714,3.875,2.0,0.9444444444444444,4.166666666666667,0.0,13.673525272993356,2.7944444444444443,4.053968253968254,1.2222222222222223,0.125,12.40534447821682,0.125,0.0,2.2380952380952377,5.444444444444445,1.8333333333333328,2.327777777777778,0.0,0.0,0.0,1.8333333333333333,1.0,0.0,0.4,1.0,1.8333333333333333,0.0,0.2,1.0,1.6666666666666663,1.6428571428571428,2.642857142857143,8.791666666666666,3.1666666666666665,1.0333333333333332,5.666666666666666,0.0,2.375,13.33611111111111,1.0,2.095238095238096,0.2857142857142857,0.0,11.99331860949508,3.532142857142857,1.6666666666666663,0.0,1.8714932126696835,2.5429864253393664,1.5574229691876746,0.0,0.6666666666666666,1.1048265460030169,0.5833333333333333,1.6666666666666663,0.0,17.855555555555554,5.138095238095238,3.704761904761905,0.0,0.6401515151515151,7.324242424242424,4.033333333333333,1.7,3.65,1.0,0.5,0.0,0.3333333333333333,0.2,0.0,12.65,3.333333333333334,1.3333333333333333,12.654761904761903,0.5,0.0
AUT,7.166666666666666,2.6666666666666665,0.25,3.6666666666666665,0.3333333333333333,1.4,0.5,4.0,0.0,0.0,0.0,21.78333333333333,41.102990430622015,2.333333333333333,18.266666666666666,10.732575757575756,4.0,4.366666666666666,0.0,1.8928571428571428,0.0,3.9,2.333333333333333,0.4999999999999999,8.395833333333332,1.25,7.433333333333334,2.033333333333333,5.583333333333334,2.916666666666666,2.333333333333333,5.366666666666666,22.478896103896105,1.6666666666666663,0.5,2.4984126984126984,0.0,1.8166666666666669,2.5,0.0,1.0,23.85,17.02777777777778,6.583333333333333,0.0,1.5714285714285714,24.35952380952381,5.783333333333334,1.0,0.0,0.0,0.5,0.6666666666666666,3.433333333333333,1.5,6.1,5.066666666666666,0.0,18.441286929444825,15.731565656565657,5.283333333333333,3.833333333333333,2.783333333333333,9.63531746031746,0.0,0.0,4.458333333333333,3.3944444444444444,5.329166666666667,1.95,0.0,0.0,0.0,5.533333333333333,0.0833333333333333,0.6666666666666666,1.25,0.5,3.8666666666666663,0.0,0.25,5.533333333333333,18.166666666666668,3.4,2.1666666666666665,12.933333333333334,15.966666666666669,12.666666666666666,3.533333333333333,0.0,3.183333333333333,11.691666666666666,1.0,1.8333333333333328,0.125,1.0,16.853787878787877,1.0,6.5,0.3333333333333333,4.699999999999999,9.442424242424243,0.0,1.9166666666666663,7.055555555555555,2.1666666666666665,3.7,0.0,0.0,23.57698412698413,4.833333333333333,0.5,0.0,5.116666666666666,7.499999999999999,6.833333333333333,1.8333333333333333,3.6666666666666665,0.2361111111111111,0.25,0.0,0.0,0.0,0.0,18.16111111111111,11.824242424242424,4.25,8.483333333333334,4.416666666666666,0.0
BEL,10.05,2.2916666666666665,3.0,4.476190476190476,1.0,1.25,1.0,0.0,0.0,1.1388888888888888,1.0,6.142857142857142,55.91234531234532,0.0,2.5,14.356583694083692,4.833333333333333,1.4166666666666663,0.0,2.5666666666666664,0.0,1.25,2.111111111111111,1.0833333333333333,5.972222222222222,0.9833333333333334,1.2499999999999998,0.0,2.5,2.0,0.0833333333333333,0.8333333333333333,14.276739926739925,1.2857142857142856,0.0,7.118894993894994,0.3333333333333333,30.53888888888889,2.142857142857143,0.0,0.7222222222222222,12.204761904761906,0.1428571428571428,3.5,0.0,0.2,30.11111111111111,0.5,1.3333333333333333,0.0,0.0,0.5095238095238094,2.5228174603174605,6.25,1.6944444444444444,1.0555555555555556,0.0,0.0,38.32132034632034,61.19980158730158,14.712896825396824,6.377777777777777,46.126381051381045,10.518894993894994,0.0,0.1111111111111111,2.951190476190476,3.0,6.672222222222223,2.166666666666666,0.0,0.0,0.0,1.0,0.0,8.0,1.3333333333333333,0.0,4.6000000000000005,5.561904761904762,0.0,5.872222222222222,0.2625,4.833333333333333,0.0,7.666666666666666,6.347619047619047,3.295238095238095,1.0666666666666669,0.0,2.125,0.875,0.0,2.0,0.3333333333333333,0.0,8.091666666666667,0.0,1.826190476190476,0.0,3.033333333333333,2.0,0.5833333333333333,0.5,1.886111111111111,2.25,0.8333333333333333,0.5,0.0,16.27063492063492,13.20138888888889,62.996428571428574,0.8333333333333333,1.5833333333333333,7.001831501831501,2.75,1.1666666666666663,1.3107142857142855,0.5,4.4,0.0,0.125,2.5,0.0,20.694444444444446,8.5,7.976190476190475,37.30357142857143,4.405555555555556,0.0
BGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.1111111111111112,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
BRA,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333328,0.5,7.5,0.0,0.3333333333333333,1.619047619047619,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.3333333333333333,2.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.9642857142857144,2.4166666666666665,0.1666666666666666,0.0,1.0,0.0,0.0,0.1666666666666666,0.0,0.3333333333333333,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,8.666666666666666,0.1666666666666666,0.0,5.433333333333334,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,0.0,1.0,1.5,0.0
CAN,15.985714285714286,0.5833333333333333,1.25,5.635521885521886,1.5,1.5,0.0,3.6666666666666665,0.5,0.0,1.5,10.0,72.10661761110092,2.25,7.722222222222222,13.508391608391609,0.2857142857142857,0.4761904761904761,0.75,3.0,0.3333333333333333,0.2857142857142857,0.5,0.0833333333333333,3.9047619047619047,3.5583333333333336,2.4166666666666665,0.25,1.4166666666666663,1.5,1.75,0.375,27.82424812030075,0.0,0.1428571428571428,3.092592592592592,0.3333333333333333,6.200000000000001,1.3333333333333333,1.0,0.0,9.833333333333334,1.25,1.636904761904762,0.0,4.525,14.831481481481482,2.0,4.388888888888889,1.0,0.0,0.5733333333333333,7.85,4.433333333333334,0.3333333333333333,3.166666666666666,0.0,0.8333333333333333,29.449603711436183,21.655845908477485,5.683333333333334,5.4305194805194805,0.5,10.523809523809524,0.0,0.0,1.6388888888888888,8.65,2.2,2.033333333333333,0.0,0.0,0.0,0.25,0.0,0.3076923076923076,0.0,0.0,0.1428571428571428,0.0,0.5384615384615385,4.333333333333333,3.926190476190476,2.625,0.5,8.228846153846154,1.761904761904762,2.0,3.1029411764705883,0.0,2.388888888888889,5.702020202020202,0.25,1.8333333333333333,1.0833333333333333,1.0,9.511904761904765,1.0,0.75,0.0,3.25,3.25,2.0,1.0,0.4444444444444444,0.8333333333333333,0.0,0.0,0.0,29.14001831501832,8.6,12.033333333333337,0.25,7.5,18.029970760233915,2.325,3.333333333333333,4.888888888888889,2.3666666666666663,3.741666666666666,0.0,1.0,2.25,0.0,29.26971916971917,7.85,7.366666666666666,38.218417047184175,3.4972222222222222,0.0
CHE,38.90983460983461,2.4972222222222222,0.3333333333333333,34.230899655899655,4.0,0.5833333333333333,1.25,5.25,5.333333333333333,9.166666666666666,2.0,34.71111111111111,133.13907230164952,1.4999999999999998,7.5,31.983531746031744,6.166666666666666,2.525,0.0,15.3,0.4999999999999999,2.958333333333333,2.6666666666666665,2.0416666666666665,14.466666666666669,8.738095238095237,38.20833333333333,10.817647058823528,9.702777777777778,5.972222222222222,2.1666666666666665,5.25,40.28075396825397,2.6166666666666663,3.6666666666666665,11.534920634920637,2.007575757575758,19.23333333333333,9.676190476190476,0.6666666666666666,1.8333333333333333,15.813888888888888,6.0,9.083333333333332,5.083333333333333,1.3333333333333333,81.27261904761905,8.45,3.0,0.0,0.0,1.0625,2.666666666666667,6.5,6.281666666666667,7.830504201680672,4.164285714285715,2.0,86.8603376483039,39.633019480519486,26.51924242424242,2.3916666666666666,3.576190476190476,17.171472730168382,0.0,0.0,5.041666666666666,5.183333333333334,4.883333333333333,5.75,0.0,0.2330917874396135,0.0,22.742857142857144,3.6166666666666663,18.7,3.1666666666666665,6.5,13.057936507936509,0.0,1.6111111111111112,6.363095238095238,12.333333333333332,3.583333333333333,6.583333333333333,34.91746031746032,18.928571428571427,12.416666666666666,6.325,0.0,6.433333333333333,13.174603174603176,1.0,15.783333333333331,2.175,4.983333333333333,51.28928571428571,0.8888888888888888,4.716666666666667,2.0,17.397222222222222,13.572222222222225,2.333333333333333,1.3333333333333333,2.833333333333333,2.783333333333333,3.5,5.666666666666666,0.0,98.03265182884748,13.581746031746032,9.387099567099566,27.16666666666666,7.5,15.0,15.476190476190476,14.866666666666667,5.75,0.9166666666666664,6.836507936507937,0.0,0.0,2.25,0.0,57.147619047619045,44.354523809523805,13.233333333333333,41.68333333333333,13.538095238095238,0.0
CHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN,0.125,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.5,7.5,0.6666666666666666,8.416666666666668,13.25506418464165,0.5,2.6761904761904765,9.857291666666663,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,4.666666666666666,0.5,3.0666666666666664,0.3333333333333333,1.3333333333333333,0.0,1.4783549783549783,0.0,0.6666666666666666,1.5,0.0,0.5,2.0,1.0,0.0,8.733333333333334,0.0,3.25,0.5,0.0,4.333333333333333,1.0,0.3333333333333333,0.0,0.0,0.5,1.75,1.0,0.8333333333333333,0.0,1.0,0.0,7.248564532103265,1.4417613636363635,0.0572916666666666,1.4916666666666667,0.0,1.808333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,2.625,0.0,0.0,0.0,1.0416666666666663,1.0,0.5833333333333334,2.7916666666666665,0.0,3.666666666666666,0.0,0.0,1.3333333333333333,1.7777777777777777,0.3333333333333333,0.5,0.4333333333333333,0.4166666666666667,2.661111111111111,0.0,0.3333333333333333,0.0,2.5277777777777777,1.7,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.2916666666666666,1.5,0.8169642857142857,0.0,0.5,4.5,0.6666666666666666,0.5909090909090909,1.5,0.5,3.8393939393939394,0.0,0.0,0.0,0.0,19.8530303030303,7.6722222222222225,1.4166666666666663,6.766666666666666,3.416666666666667,0.0
CYP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
