Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
BRB,15169.4850562896,14547.87950851,13677.0310059854,13744.1418722316,13982.0953461996,14231.5566589536,14769.8801120893,15444.6571627486,15995.1055390453,16016.5574154211,16698.0610545825,16258.8421755756,16320.5680320826,16610.5369401623,16781.8983320736,17382.7727977425,18380.6699078531,18692.1211181299,18729.5902392006,17714.6752403411,17237.7711645724,17071.0534386415,16953.4355437449,16667.7383770438,16615.5054382111,16990.2194668498,17385.2007497069,17430.8732103088,17220.9310014747,17168.1456868491,14855.6898587069,14800.8381460905
BWA,3931.63155533509,4105.19560487482,4105.66257617846,4065.38554009802,4097.20368850044,4271.36369006843,4410.27826186794,4667.76876729552,4585.55904769547,4922.25036749581,4917.10868457911,4831.66250252915,5030.13897557919,5171.4114657959,5219.2835170646,5359.88466087454,5700.07680345108,5912.92153648897,5982.51182359673,5031.85733110477,5428.15993006447,5684.21523727743,5566.54208416332,6067.84615452117,6291.24410880899,5869.73294292043,6166.08517932784,6287.59798627756,6418.57188730836,6485.45726726932,5810.94830990799,6366.59221292196
CAF,531.386003389008,512.25183826155,464.33546174819,451.199933647088,458.654522031968,478.34389322667,447.350629151216,458.1338337323,466.634106960897,470.168357329221,445.803291476321,455.338378684855,461.498084085629,426.159579398784,442.015234555354,436.10026362537,447.808104988498,459.746064798162,459.562455645483,488.388023386299,500.529275661801,513.594265012894,534.883560801907,338.16570463051,338.700383697268,351.879753579186,362.218329942542,371.603129779223,378.263076526306,381.414045064669,375.216922803966,370.675749066981
CAN,,,,,,,,33861.1470978248,34889.6713113013,36393.9636927699,37923.4864630225,38185.2196712381,38912.2097402286,39257.7618963901,40093.807340436,40989.5268239475,41646.4146368665,42097.4351198181,42063.6330521731,40368.2920365479,41155.3236376889,42036.9978438542,42315.8073891558,42846.2841957958,43635.0954811371,43596.1355365546,43536.9134032467,44325.4883367463,44917.4837282326,45109.2444855151,42258.6910170917,43936.3081048252
CHE,70063.8516904882,68559.9381759437,67778.5474864057,67079.4643889041,67391.8443342897,67264.9112941914,67284.1091295952,68640.0744509045,70510.0254673626,71341.3428528522,73749.9388039148,74439.463600957,73824.3848823894,73254.952914928,74718.6836114474,76282.9839647849,78893.8077357762,81254.1700504637,82481.068036134,79585.5215942023,81315.4228645667,81874.3361860796,81964.8864216996,82479.9215356402,83394.3711423724,83806.4476003837,84611.0998479606,84967.5885484699,86756.6021294513,87123.6604363226,84434.7784901292,87339.7597519546
CHL,5381.34523164356,5707.61302745811,6243.52189192202,6552.16439493312,6778.94730079861,7278.95148859491,7668.44873672955,8127.50711782893,8361.47115675403,8239.87399282938,8550.71145431565,8722.57532591439,8904.53790349696,9227.91211620151,9746.18304249617,10214.7325530973,10727.1026309106,11171.4194706268,11479.281556043,11234.9679406798,11773.004116836,12382.3791654878,13017.0675264205,13318.5948942352,13421.5380191561,13569.9478008231,13644.62293248,13615.5235299929,13906.7702234013,13765.118249803,12767.3039138968,14115.9601368334
CHN,905.030858570453,975.46119253188,1100.64417174091,1239.1271844903,1384.92771103551,1520.02678449727,1653.43086834849,1787.76381918618,1909.61895536123,2038.20287384959,2193.89299120961,2359.56821728091,2557.88709387403,2797.1717183024,3061.8277643372,3390.7101702332,3800.7590824066,4319.02376855321,4711.63512675747,5128.89506825573,5647.05875238916,6152.68600485234,6591.65085082149,7056.41062734843,7532.77199570021,8016.43143498352,8516.51369911163,9053.21273336976,9619.19248413627,10155.4929447833,10358.2594478784,11188.3025403134
CIV,1909.82805316737,1839.7524302628,1768.20254826207,1701.43299391704,1654.859281946,1711.11094330993,1779.74206394861,1884.7219825516,1900.2133744338,1865.12304458281,1809.92079454661,1725.15593570631,1636.44694581858,1521.88483730881,1534.07671189873,1514.62055304219,1523.23305295934,1507.08959086312,1545.88008768881,1568.02113096994,1640.31502884403,1520.34229764192,1602.91091815894,1739.15518900044,1858.61534716444,1941.56633627815,2027.93972934844,2121.60300902248,2210.32581478907,2289.37652106313,2276.83952295318,2377.97343963816
CMR,1348.73034521713,1259.11725844221,1184.78708471609,1059.52035896833,1048.98720899757,1049.70665966691,1064.64604170196,1083.64160612322,1105.245200304,1124.90047288918,1137.62452306726,1156.05038690417,1175.87166969885,1206.61050790978,1256.6936455108,1250.05887854373,1262.87190187326,1281.39248026309,1281.01983274122,1277.18161484736,1277.26568905641,1283.56703694337,1305.66802879819,1332.85999961152,1366.96658993252,1399.67533119236,1420.02986717381,1429.23468017538,1445.26776644065,1454.56406402385,1419.32820350189,1432.8626845743
COL,3695.67210721161,3693.59693618595,3767.54097986843,3892.93366857522,4039.84781373376,4170.30682807269,4179.07501562325,4246.00304999196,4196.76852471944,3953.5869670831,4003.84032419896,4007.38307636304,4045.16040703408,4141.85786478329,4300.87945130918,4447.40592615284,4684.88510305164,4938.93928330566,5041.87874813236,5041.96255824461,5209.54400755807,5510.90048755314,5667.29372773527,5899.55449452261,6106.86209493595,6228.4262990412,6290.85211704641,6280.66383827747,6320.76208436838,6403.87709573135,5865.65409477439,6418.09775120445
COM,1227.1385151565,1131.63809890642,1199.1321096252,1207.64491057861,1119.37360803599,1135.13483365162,1096.60711813593,1116.53055075503,1106.90323246205,1105.7366213604,1202.13131044022,1205.50910912305,1208.58985584597,1210.02845205992,1209.86304160807,1219.9911594123,1227.48282317107,1212.75165250901,1235.65274473216,1249.8393287623,1270.30257843507,1295.20431333256,1307.97295250537,1337.39764513763,1336.48962187324,1322.93669549676,1337.52778862238,1360.43110397926,1383.37778922977,1381.62215537536,1352.95541062954,1355.5387302206
CPV,787.106893535624,780.68917643298,845.157926367088,895.768580357745,1041.27046948564,1161.13254483422,1263.32308727643,1372.33881018388,1510.58520754679,1644.93949355729,1844.53807005614,1854.5120579293,1921.89222444225,1973.55493457656,2145.77460374204,2265.03466974213,2416.17384312956,2750.47698248004,2901.19212079287,2834.88236712787,2845.70235664653,2923.26050189944,2919.77987411695,2910.09944372715,2894.98705397761,2891.88448249992,2994.19832501322,3068.9902922774,3172.96045914695,3318.93278143055,2801.04915145259,2968.86076992708
CRI,5967.19060683615,5949.49600622958,6335.51621412862,6618.9207363569,6751.91887629873,6867.63728639112,6801.65503892925,7014.52966686015,7355.15322263181,7507.96495957074,7646.02694235081,7768.43851882193,7898.63269446691,8109.82444203916,8340.82938393546,8545.74679419982,9041.38628821243,9647.8603530403,9966.04788098757,9746.49014865639,10137.5816012455,10453.5219794245,10832.7561537334,10975.695756397,11240.7109558371,11529.9545258398,11893.3225863446,12267.1613498322,12470.95672073,12662.4221428116,12058.0029125188,12894.2960011178
CUB,4963.86788425833,4397.04357296318,3862.62554718725,3270.59324812247,3280.04073053376,3348.49046359282,3599.00464077713,3687.37515399511,3681.31764964702,3896.31418037883,4113.50726494564,4231.82114028647,4280.23441161771,4431.00283994052,4675.80808390033,5189.95003331116,5808.66472549848,6225.38022989368,6477.80469865876,6567.98728178096,6720.67767289209,6903.94022004899,7105.43367606177,7292.73825455172,7362.34166711765,7683.75789050585,7721.79184608661,7865.37156058191,8048.01660977285,8042.94852386634,7172.51925662898,7291.06788516411
CYP,17144.3203125,16829.765625,17928.384765625,17623.1328125,18280.86328125,19453.677734375,19385.126953125,19617.015625,20562.11328125,21349.560546875,22383.767578125,23019.046875,23603.9765625,23930.564453125,24799.439453125,25631.154296875,26395.294921875,27156.564453125,27448.921875,26183.34765625,26089.93359375,25538.669921875,24285.388671875,22738.390625,22581.7265625,23487.125,24916.51953125,26101.181640625,27241.0078125,28359.919921875,26814.21484375,28329.203125
CZE,11626.6258716528,10300.8991599512,10238.2476845601,10233.9421858953,10527.8756898085,11219.1500652457,11711.3154124611,11663.17381617,11632.6028956161,11805.6718407762,12312.497769842,12734.9220286548,12959.8174813078,13428.099616179,14070.2804589818,14978.4131869153,15948.7452897204,16739.1787158121,17046.8850268926,16160.6205565942,16505.9537034372,16761.8273125123,16606.9925391504,16593.8642307285,16951.3791150445,17829.6983223668,18247.0117295456,19139.2398841383,19689.5827032979,20206.4256384905,19048.0868543829,20083.8096038696
DEU,29485.7099744881,30766.9289577727,31121.0705650076,30615.1402117435,31238.8790596628,31628.1598130943,31790.8668596056,32313.2970704344,32959.0735691418,33559.3993737499,34490.0757688619,35011.068457503,34883.0580735445,34619.6640670185,35034.0806086181,35310.4704669272,36699.446781036,37842.3577913563,38278.3130082531,36190.3928860698,37760.9136283996,39977.3417095357,40069.3539560742,40135.0158319837,40851.1617304855,41103.2564363768,41682.0322433511,42639.5544087286,42928.7412368012,43284.6024553493,41650.4227126493,42726.485322007
DMA,5029.77616119257,5122.63293934719,5228.78584308185,5337.39954687062,5337.00235404821,5498.52118036443,5672.07518197498,5803.17731264038,6034.69440926883,6077.21916000036,6251.47117702852,6265.1719532047,6078.27172051108,6447.43143200502,6631.33314056172,6665.10597083414,6968.76324824362,7407.93063625493,7934.64607484249,7841.27318767384,7897.69032712761,7881.52520243285,7781.5327622706,7711.44603797089,8013.75308524294,7724.04241057376,7929.80528358816,7370.43311670808,7586.64614100055,7936.3048182003,6566.36420769493,6964.78328182289
DNK,39295.2434424919,39739.6098511225,40383.5587756081,40253.5398981286,42257.0983305221,43310.2500901054,44314.7904987137,45570.0798221242,46412.038971456,47622.4390779319,49241.9280041345,49469.6888088275,49541.8555503286,49599.9969640753,50792.00095345,51835.8327062445,53687.4415474978,53935.8702479631,53345.3576182976,50457.2324892863,51173.4661587111,51644.4635097775,51567.0401502519,51831.7979309232,52404.7639713382,53254.8563700916,54556.0689545694,55735.7649011485,56563.4884729669,57203.0277943447,55898.7900294456,58359.5839945633
DZA,3153.47686364837,3042.2169063954,3025.84053984516,2896.66936001344,2810.7276652489,2862.1088062884,2927.37839658073,2910.24019680096,3012.80643105038,3066.03870511702,3138.23104750589,3188.20727071767,3321.63884944448,3512.90019969545,3612.75416439991,3774.07249144514,3783.31420382579,3848.77951249795,3874.36933836878,3866.29702547981,3931.72134771045,3969.66157703235,4025.64280301169,4057.76613682293,4129.42390210603,4197.42136055142,4246.2435654224,4218.08370129479,4188.22175743517,4153.00481594021,3873.5100150745,3943.17198337712
ECU,4180.33833324889,4263.26862167195,4262.48666242169,4261.2440025695,4358.59348609316,4374.26871635925,4369.32102204706,4477.57093364963,4543.5364817125,4254.15120970197,4227.55251585272,4322.34188168488,4421.93441736922,4463.59718352141,4746.80717276471,4912.52749083596,5041.3337999674,5063.98447847376,5294.89931349652,5236.0536835699,5331.38377418858,5657.21301645404,5881.38116724978,6078.43956295669,6215.83809210677,6130.58667556768,5965.64327318051,6012.80331742787,5976.24534526558,5863.91056629908,5331.97661096757,5492.48927051545
EGY,2012.87997805616,1987.03665026207,2028.22474075609,2039.69386155328,2073.65332316656,2122.88054161041,2181.2527722963,2251.98863440743,2327.10154073323,2416.36232610385,2517.58050563887,2553.52840895944,2560.45740884061,2587.63050805609,2639.34706860341,2703.22258337482,2832.54820020074,2974.68787148969,3125.74753008563,3208.45226739722,3305.88324713408,3290.76182776696,3288.79435490242,3283.74071993724,3301.20444343457,3370.38244716015,3444.26826184855,3517.58789452627,3634.83426919152,3768.62751137457,3836.09115358719,3898.51658195479
ERI,,,601.163023409692,661.303195287694,777.667974773477,757.358524045248,788.428128012409,840.577017163512,843.988835455269,832.022489632134,793.620561604165,838.898913154417,835.109997639776,780.468139189714,760.348787829391,761.031782421962,741.000743297441,739.739343408004,649.694462305529,657.786458197831,658.586271536765,702.396632469693,,,,,,,,,,
ESP,18969.8086426392,19403.3303796801,19487.9512119662,19187.1823103537,19551.1452944731,20001.790799896,20448.6014871574,21117.0185808291,21953.667519614,22846.7177460286,23937.9685518675,24707.3670736861,25026.0864710207,25310.4563874129,25654.3365515924,26145.8085786196,26762.2672557942,27218.4492597353,27025.2949432871,25778.9564650653,25702.3468448149,25402.6050717462,24634.9620884239,24368.9682370919,24783.0829468685,25754.36102944,26514.3248119679,27239.3524364815,27739.8647682529,28087.8979203438,24785.446714692,26125.8716662745
EST,,,,,,7137.53077576403,7601.66901867365,8692.29643761449,9157.06484706853,9091.33319428774,9960.13903877452,10625.5792686752,11417.1679687727,12362.2482843024,13282.545519845,14631.3873257137,16155.2074300393,17459.0983144278,16607.5680643985,14205.3948829766,14585.8386603429,15692.788829336,16257.4722043516,16553.383261103,17096.6445771582,17402.0376128079,17945.9449641749,18962.4103006448,19611.6109936281,20269.575137379,20118.1050729983,21707.2407508041
ETH,276.212244309199,245.920009901724,215.636309026912,235.903143680281,235.425555230149,241.781812998581,263.255908339408,263.144425552601,246.38730492362,251.377749061129,258.87055078983,272.288577958287,268.423628521765,255.100291236869,281.520353355079,305.979385403778,329.679311580146,357.117967015165,384.572696639681,406.856968430801,445.182379892344,481.037905127789,508.065760237755,546.59288943622,586.57367188202,630.31268211446,671.290642669283,715.748805983305,744.367594372728,785.485050212771,811.255620648886,834.957958630514
FIN,31279.9519664591,29278.3636555028,28155.0895566487,27833.7025701733,28812.303619992,29912.8979739158,30908.3003090879,32768.3781282619,34464.9908824671,35891.0056383953,37884.3913209153,38784.7725522584,39351.3903956183,40044.3048555829,41522.1750841224,42530.6196771877,44074.0309204141,46212.6409741216,46358.6204112971,42412.0978494183,43563.5721974365,44466.8176978572,43637.2486713657,43044.9971201474,42710.9212889729,42801.9081167285,43878.9667273579,45173.6294067199,45627.9198947233,46135.8814242631,45053.758678116,46297.2418204236
FJI,3383.87001884388,3274.0382540417,3464.80603198595,3528.11991106655,3700.52821085644,3786.13270149431,3946.48695802003,3821.12384992791,3826.21481794581,4115.01952450816,4000.91158325309,4038.19094301301,4125.38539624398,4125.78867679305,4302.40914543361,4291.77689035707,4330.88917550639,4257.57542520782,4272.36775003432,4191.40722510978,4297.20042423802,4397.96594868557,4446.79780366708,4645.11295629404,4894.1136327949,5105.26262664449,5223.45074372868,5499.20090362562,5708.99261980924,5679.0507253517,4703.57670791071,4442.93260413278
FRA,28617.4435701151,28664.1318783352,28977.8889025406,28670.8863286782,29237.5165854431,29745.1287289494,30057.9655533345,30650.7444765253,31633.1477495769,32546.9340522187,33592.4668300573,34009.8623977368,34146.3062683243,34183.6633444538,34893.5298119974,35208.855797143,35821.8719947773,36464.9592682158,36354.6586641081,35129.3622360858,35638.1215603451,36244.1871625918,36182.1511275816,36203.1908693774,36378.6186614699,36652.9223052178,36956.7958003293,37694.0833027304,38259.6977698474,38832.0242014303,35712.0751986828,38045.9021613006
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,52726.7422373484,,,,,,
GAB,8360.26300246268,8634.41990441041,8146.19551544027,8245.59148045686,8331.04980388841,8524.41912669154,8613.58053918527,8882.40284873224,8963.20494875266,7959.064768857,7611.83568842732,7574.11488890664,7357.56668868827,7322.60611615485,7171.68350860086,7155.36546058723,6750.05082595771,6937.48511095237,6497.48121699473,6295.19903356037,6514.73114094363,6735.08285641423,6840.94858932501,6977.77024584741,7039.6821247787,7090.45460996325,7038.57725442015,6893.38430356949,6786.89032695312,6893.32308216157,6619.68858056614,6577.04415323017
GBR,31623.9667423831,31178.547692007,31219.0588995887,31919.7427602866,33063.0975938518,33810.5826652286,34368.0018553752,35776.4463323501,36798.6217253133,37781.5818794154,39187.5830817436,39879.2057847829,40413.9231510367,41482.4617064963,42214.3534177336,43044.2115298117,43652.0946724063,44423.835251155,44007.5492767144,41705.9391234683,42385.860224035,42504.8963529931,42821.7612838063,43310.020557407,44367.8529979105,45071.0743234873,45699.2969631888,46499.0135456264,47006.1429267683,47491.5945630059,42098.7497835684,45101.536026388
GEO,3546.15802479369,2778.30504868183,1519.03532165985,1065.73558520923,969.712884713692,1033.0231796711,1191.18106168504,1359.39279302754,1436.71191602844,1508.65651053951,1566.56025711526,1667.5080065233,1774.63644246672,1984.24433117813,2112.26131913728,2329.57085416614,2563.5430910194,2901.10409419212,2980.30953519967,2897.1308766973,3100.7234268396,3356.99786834394,3597.20376380055,3738.70504043075,3902.56879865773,4014.18594419329,4128.38560259133,4327.72758530017,4539.08752230476,4773.42330884899,4447.664250894,4931.82372520107
