Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
LTU,45071.54,46855.98,32087.57,26188.38,24161.06,22578.18,23376.48,23169.64,24065.59,21336.53,19637.93,20088.93,20449.96,20625.34,21606.02,22747.51,22879.28,23891.89,23330.14,19756.11,20563.31,20030.16,19950.52,19056.19,18609.7,18870.4,18899.76,18822.33,18910.5,18934.41,,
LUX,12192.33,12683.61,12378.97,12585.94,11741.01,9595.079,9678.84,9180.638,8506.952,8897.936,9436.711,10008.12,10792.79,11211.03,12663.26,12900.8,12696.98,12109.55,12032.22,11442.67,12039.99,11898.48,11666.86,11135.88,10639.15,10124.98,9846.42,10002.67,10308.89,10481.21,,
LVA,25417.65,23700.36,20984.62,17813.67,14843.44,13091.61,13082.04,12500.53,12062.07,11350.35,10569.1,11113.16,11150.47,11273.44,11359.03,11523.52,12055.43,12476.83,12136.04,11355.07,12492.49,11849.85,11647.43,11574.92,11521.55,11565.81,11404.81,11342.36,11878.58,11704.76,,
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,36801.25,38126.15,39223.72,38911.73,42025.7,42723.7,43384.61,45297.02,46203.7,48374.34,49450.41,52998.18,54520.29,54500.41,59106.61,62122.33,64084.43,64842.61,67325.78,67350.86,70779.54,75750.98,77548.66,78042.91,79238.8,81462.89,80263.86,84987.49,86812.01,93084.13,,
MDA,38167.88,32115.01,27101.75,23672.9,20578.83,18541.7,16755.38,15080.56,13617.24,12257.81,11410.15,11636.34,11773.08,12376.71,12367.83,12675.18,12334.7,12559.45,12426.99,11746.16,12663.5,12815.27,12563.38,11690.14,12313.61,12547.46,12762.61,12747.63,13277.3,13387.47,,
MDG,25625.99,25652.94,25914.31,26297.5,26058.19,26514.89,26538.89,26427.12,27370.32,27020.62,26449.45,25306.81,23041.35,25492.16,24277.03,27943.33,26833.45,28416.38,27359.36,28051.71,28246.78,28100.16,29388.15,28033.98,28270.06,28342.31,29564.25,28657.33,28950.74,29584.6,,
MDV,202.691,208.505,276.919,257.334,262.248,321.963,348.25,411.039,389.826,514.813,553.8,576.832,714.124,631.986,853.048,831.669,996.304,999.466,1012.872,1065.247,1122.256,1196.491,1355.514,1371.038,1631.803,1662.404,2096.317,2248.964,2544.21,2600.529,,
MEX,401750.3,420501.9,423431.6,440749.7,467341.0,446880.3,466070.0,488979.9,513921.7,503031.6,530237.3,530799.3,539091.6,562955.2,574618.3,597105.3,618008.3,630473.5,634574.1,625072.0,642911.5,662970.8,672118.6,658478.2,649410.4,667048.8,674001.6,671598.9,654251.0,653873.0,,
MKD,13900.07,13229.01,12649.76,12656.11,12185.0,11810.37,13359.82,12208.55,12941.45,12035.5,11707.94,11762.17,11152.16,11986.12,11773.21,12125.63,12137.57,12630.18,12416.11,11723.54,11566.17,12492.31,11955.47,11074.15,10672.67,10416.57,10362.16,10878.03,10362.86,11249.51,,
MLI,15039.04,15000.0,15000.0,15200.0,15500.0,15800.0,16681.93,16949.76,17940.99,19283.79,21676.63,21336.9,21569.62,22321.11,24584.92,25503.84,25841.17,26788.09,28242.13,28611.22,30849.43,31697.11,32300.78,33597.9,34150.32,35546.16,39985.52,40976.83,42313.38,44154.68,,
MLT,2529.117,2433.306,2411.443,3058.05,2763.559,2633.869,2575.331,2734.703,2639.535,2681.02,2411.282,2784.864,2620.078,2922.098,2928.535,2984.538,3059.146,3147.257,3093.101,2899.223,3005.013,2991.585,3172.587,2843.741,2857.777,2180.451,1884.57,2027.492,2044.551,2139.13,,
MNG,29984.3,32226.17,29995.07,28793.62,26984.7,27908.03,27109.26,27922.68,28314.97,28995.2,29762.51,27243.68,25399.68,25206.43,24995.85,27753.85,30657.63,33383.64,33618.82,34640.77,31961.17,35614.06,39003.82,41456.03,43920.46,45445.76,47856.97,50752.0,52641.02,56052.14,,
MOZ,18442.52,18718.24,19369.24,20091.28,20380.82,20626.01,20428.94,19161.04,21574.31,20815.9,20049.46,21862.9,23813.78,24565.31,24401.6,26289.12,25283.12,25871.22,27223.59,25041.66,27176.37,27282.25,29048.38,30566.6,31681.09,31312.62,32146.85,32746.55,36118.52,35399.87,,
MRT,6772.563,7002.762,6846.706,7058.685,6950.273,7082.772,7605.171,7913.988,8287.331,8803.4,9191.402,9381.386,9521.966,9592.055,9672.904,9655.444,10339.75,10445.16,9594.16,10570.43,11020.62,11093.36,11625.92,11702.11,12198.79,13130.89,13193.35,13379.37,13787.26,14289.63,,
MUS,2304.888,2401.792,2493.918,2648.381,2720.651,2782.474,2955.145,3062.812,3340.996,3867.7,4312.264,4416.707,4434.32,4623.16,4651.359,4838.942,5269.333,5410.285,5517.224,5510.831,5786.683,5835.308,5994.153,6123.672,6329.031,6375.658,6531.426,6726.405,6742.294,6851.641,,
MWI,3179.852,3370.97,3371.48,3503.558,3111.875,3325.07,3477.889,3542.325,3726.078,3766.37,3882.43,3704.352,4048.391,4311.465,4345.088,4458.678,4738.769,5152.553,5722.052,5791.062,6351.355,6615.07,6875.395,7197.118,7670.969,8118.829,8423.09,8996.035,10392.9,10950.78,,
MYS,80377.11,91337.81,94027.32,100700.2,108465.7,115781.2,129157.6,138585.9,138956.9,147930.2,158976.1,164790.0,173455.9,183733.8,199957.3,210697.7,218408.3,236396.1,251692.1,229734.5,250391.4,253766.2,258369.5,277886.4,292802.0,293607.7,293680.2,285387.9,302598.9,313023.6,,
NAM,,9240.278,9193.976,9163.04,9364.477,9468.076,9358.283,9202.186,9867.573,9866.882,10654.95,10750.13,9354.78,10007.28,10496.33,11089.06,12428.13,11800.57,10340.56,13257.72,12671.33,17645.47,19188.67,12370.74,11618.34,11724.62,12298.82,12476.81,11612.7,10658.87,,
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,12865.66,13328.99,13821.68,14477.3,14974.11,15561.1,16303.48,17022.15,17824.32,18532.87,19013.17,19858.37,20650.8,21552.25,22417.42,23315.86,24243.65,25436.41,26660.44,27998.09,28111.84,29129.67,31172.06,32944.65,34639.85,35847.25,37541.05,38973.42,40817.2,42717.13,,
NGA,219387.9,235364.0,250044.8,246803.2,241788.7,246084.4,262046.3,254380.1,235897.2,225835.9,235926.3,243074.9,227447.6,246706.7,247197.5,251284.8,239559.3,230343.4,236321.8,222733.6,247554.0,258100.4,261674.7,275375.8,285158.7,279343.8,289538.3,293788.1,299624.6,308179.8,,
NIC,9516.959,8152.858,9057.663,9721.282,10032.87,9414.01,9428.378,10174.35,10592.62,11715.85,12247.24,12450.1,12907.49,13910.89,13530.55,13838.13,14151.58,14341.87,14205.27,14272.7,14615.95,15764.91,16151.18,16353.76,17275.19,18248.55,18422.49,18266.89,18272.4,18798.7,,
NLD,202340.1,207660.7,207000.4,212341.3,211978.3,217202.7,228064.9,220010.7,220220.9,207944.3,205955.6,206997.4,206829.2,206783.9,208530.6,202756.5,198110.6,197595.1,194925.6,189852.8,200513.7,187340.0,185724.2,185392.7,178191.0,186454.6,187343.2,183346.6,177262.1,172231.2,,
NOR,46124.5,43525.62,43745.7,46196.6,48147.73,48112.02,48281.41,50023.9,51276.51,53254.61,47690.24,47932.9,47439.01,49458.35,49745.31,48687.89,48985.07,49293.48,47976.81,47540.88,51394.66,49520.35,48314.18,49219.5,48874.05,49270.52,48736.77,47717.02,47508.0,45902.35,,
NPL,21362.61,21613.1,21329.97,22138.46,22884.28,23990.96,24415.08,24918.33,25374.4,26384.38,26758.24,27148.37,26658.93,27184.14,27400.69,28086.79,27899.44,28128.3,29220.47,30848.98,31938.57,33186.84,34237.6,34867.57,36312.3,36262.39,39782.14,42467.15,45625.92,44215.16,,
NZL,71126.66,70791.08,71619.86,70814.15,72296.51,73538.18,73903.17,76398.21,74760.69,77010.58,77195.86,79881.38,81528.31,84023.57,82675.83,84152.41,84325.85,83209.08,83056.87,80248.49,80063.24,79623.47,82177.12,81802.3,82331.94,82189.19,80810.45,82437.77,81805.64,83201.0,,
OMN,19444.61,23548.19,23331.29,24709.36,26603.64,29919.78,30821.53,32080.12,31318.46,34248.92,38545.44,42406.58,44188.32,46150.09,45457.37,45584.54,54054.23,56998.14,56595.26,59526.54,63877.5,71301.71,79515.02,83465.08,87035.95,91480.44,94725.31,94392.41,99521.36,100259.4,,
PAK,159847.8,163207.6,172786.5,182539.1,189165.3,199936.8,207032.5,213706.8,217492.3,230501.7,232812.0,236220.8,242591.5,251928.8,269649.0,278293.0,297756.2,315221.0,317668.0,328282.7,322348.9,331212.5,335273.7,346877.4,360111.9,374507.6,399112.3,425916.7,421617.4,432496.1,,
PAN,7841.477,8334.078,9008.375,9264.768,9553.279,9756.974,9746.93,9686.898,10758.57,9908.129,9994.704,11376.59,10651.5,10840.81,10924.49,12593.73,13121.29,13133.3,13234.17,14817.31,15464.85,16558.28,17258.08,17236.44,17672.03,17649.45,17862.21,17337.42,17498.35,20878.79,,
PER,44275.67,43174.28,43837.5,44909.69,47282.03,52192.28,55915.66,56853.13,57636.29,61870.82,62641.71,60705.8,62566.42,62380.37,66467.06,67712.27,67476.61,71350.89,76417.38,80573.36,85083.76,89531.54,89723.34,91678.09,95438.96,97148.98,100068.8,97635.48,97894.53,100729.5,,
PHL,95522.33,95380.62,97396.63,102819.5,110042.0,121977.4,130509.3,138647.1,131946.4,137295.4,138713.3,137961.6,139581.6,142838.7,146265.5,147300.2,140610.8,146525.6,149773.4,152476.9,157895.2,159809.2,164874.2,175790.8,183374.2,192298.0,204847.2,221060.9,226935.6,234283.3,,
PNG,7987.519,8991.756,10036.29,11101.11,11978.73,13313.15,13124.14,13301.44,13242.29,13146.02,13311.09,13823.66,14077.92,14386.88,15314.03,14801.45,14756.55,14862.85,14557.95,14879.8,14897.16,15883.51,16590.81,17831.5,19513.49,21195.05,22153.11,22247.22,22506.92,22413.8,,
POL,420328.3,419159.9,408204.8,408772.6,403628.0,403421.2,418146.9,407784.6,378842.9,368339.1,354687.4,352128.2,345727.6,357268.2,361509.0,362930.9,377297.4,377835.2,371633.1,356866.3,375312.6,371394.8,364421.8,358621.6,345447.2,348609.6,359421.6,372363.7,370610.1,353140.2,,
PRT,56208.45,57939.17,61976.79,60886.73,62793.48,66557.55,64861.57,67260.43,72404.74,79152.24,78708.78,78046.55,83055.51,78109.79,80104.71,83070.43,77903.73,76532.49,74278.13,73482.27,68070.06,67192.35,65486.06,63796.16,63411.0,67505.09,66450.68,71032.87,66431.83,61380.97,,
PRY,32343.09,29334.57,28622.81,28811.18,28768.94,30736.82,29959.91,30646.9,31097.88,31583.93,30409.61,32600.33,32023.64,34320.88,32482.4,33479.21,33957.99,35984.63,35515.93,37592.85,39952.99,41156.41,42493.93,43946.99,46011.0,46439.22,47404.4,49895.17,48492.87,49553.18,,
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,15383.83,18426.63,18017.39,20807.2,23298.7,24011.5,26476.44,33129.74,34449.7,37402.28,38002.18,37544.24,41402.23,44946.04,48255.42,49695.44,55812.14,63227.24,67808.5,69562.68,78533.25,88219.51,96607.17,98527.89,103591.8,106790.7,109368.6,110057.6,109179.4,114756.4,,
ROU,224028.8,185690.7,166012.1,155215.6,151110.9,156668.7,160306.6,148726.7,132722.0,116913.0,120909.0,125880.4,122948.2,127875.4,126238.9,125657.7,129232.1,126882.2,124872.6,109079.2,106226.2,110823.6,108526.3,99247.36,98571.78,100853.7,99339.21,102120.3,102786.8,101236.3,,
RUS,3015019.0,2951940.0,2795391.0,2601070.0,2363087.0,2285603.0,2229070.0,2090163.0,2085049.0,2124197.0,2176118.0,2188880.0,2186665.0,2259719.0,2252258.0,2278875.0,2316550.0,2325779.0,2327754.0,2191802.0,2285025.0,2375293.0,2354331.0,2317628.0,2302335.0,2287294.0,2285747.0,2324573.0,2419471.0,2476835.0,,
SAU,241011.0,274220.3,291770.8,289622.0,289301.1,288631.0,304336.6,310729.2,327054.8,330979.9,347624.8,351275.6,369762.9,391347.8,408203.3,428813.0,451619.5,471683.0,511976.5,524108.9,569678.0,601745.0,638875.0,654853.7,698286.5,731886.0,739816.3,729310.8,715225.3,723147.9,,
SDN,49387.29,50231.92,53840.24,55762.32,60414.97,61389.32,63872.06,67111.79,70281.37,73122.58,77894.01,74146.54,79275.11,81152.1,84135.86,88662.51,88798.82,93668.68,93913.93,95839.32,93909.64,97125.97,98236.13,98443.76,99529.04,102874.7,106117.0,105508.9,106250.1,106061.7,,
SEN,12683.14,12975.22,13418.55,13665.28,13992.69,14269.4,15027.61,15233.79,15480.76,16696.25,17764.69,17535.94,17000.0,16299.28,18388.5,19074.48,19449.43,19591.67,20528.69,21030.53,22097.21,23086.0,22607.01,23800.35,24380.44,25304.4,27407.24,27575.16,27965.68,29234.74,,
SGP,30907.34,34053.8,36684.18,43142.42,46667.14,47979.39,49369.62,49457.67,48800.58,50017.87,54866.59,54792.21,54051.54,50935.25,52411.34,49687.35,50125.01,51384.15,51676.59,52215.14,55953.36,59013.69,58608.78,59504.91,60657.52,62379.85,63779.99,67559.99,66524.37,67231.75,,
SLE,3576.088,3573.191,3570.033,3657.061,3643.756,3425.861,2700.158,2621.066,2573.733,2373.195,2441.206,3109.667,3487.538,4330.121,4731.048,4737.898,6134.619,5456.908,4724.642,5046.993,4800.663,5423.558,6527.587,6486.068,6966.793,6778.97,6888.582,6727.906,6340.321,6075.532,,
SLV,6857.311,7644.374,8018.89,8495.102,9107.925,9377.473,9324.392,10188.04,10300.39,10509.26,10116.53,10759.79,10998.62,11571.98,11924.53,12313.42,12797.45,13369.65,12813.46,12437.64,12188.35,12098.15,12254.75,11477.78,11777.42,12222.44,12249.63,11481.3,11825.42,12823.11,,
STP,59.976,60.734,59.145,59.625,61.682,62.877,63.436,63.906,67.665,68.207,71.58,72.6,78.697,87.283,95.789,101.549,103.384,104.495,112.067,118.486,127.475,126.194,146.614,151.451,150.785,155.868,162.251,170.087,173.478,182.262,,
SUR,2863.199,3220.654,3324.047,3270.44,3307.257,3362.762,3397.686,3373.685,3374.904,3412.133,2717.274,2800.874,2259.623,2452.354,2656.946,2850.754,2798.467,2690.146,2877.169,3011.858,3349.702,3605.71,4087.255,3934.231,4350.364,4452.5,4715.007,4262.66,3905.811,4459.235,,
SVK,66672.25,58593.8,56065.65,53432.37,50758.29,51330.0,51342.16,51206.63,50060.23,48607.34,45987.0,46593.3,46147.96,46404.71,45715.98,46538.93,46100.93,45144.8,45176.07,41534.38,43067.12,41561.61,39202.97,39862.56,37213.68,37645.32,38501.22,40430.69,39877.9,38063.21,,
SVN,17299.07,16295.13,16009.85,16745.67,16803.32,17630.46,18431.9,18899.17,18638.01,17943.57,17745.91,18710.39,18791.87,18753.74,18964.71,19215.14,19547.72,19521.05,20492.08,18514.22,18809.15,18747.67,18135.59,17509.36,16006.46,16104.64,16919.22,17100.32,16970.62,16463.32,,
SWE,68648.49,69252.66,71829.15,71793.5,73624.11,73209.59,78802.69,72599.16,73395.31,72052.0,67956.97,66821.17,68181.59,69174.55,67685.51,63966.78,62442.43,60350.43,59145.07,55175.72,60703.01,56861.16,54047.72,52261.85,50893.98,50853.62,50388.82,49993.65,47188.48,46188.53,,
SWZ,2155.965,2209.805,2277.977,2103.871,2162.129,2208.831,2082.934,2238.331,2278.592,2334.581,2370.627,2191.669,2254.533,2351.161,2366.86,2430.667,2320.933,2379.869,2305.576,2322.587,2333.387,2340.451,2389.264,2467.293,2475.256,2461.925,2541.531,2627.444,2677.81,2788.727,,
SYC,217.99,241.675,243.531,257.241,278.326,276.576,314.269,358.035,377.809,395.521,382.832,412.374,443.197,435.22,477.004,477.957,488.533,507.863,523.725,556.876,555.349,526.596,549.397,543.94,601.344,651.791,722.086,732.41,739.452,776.389,,
SYR,65023.88,73259.19,76941.4,79661.66,82966.37,86549.74,88999.73,89969.55,93849.87,93227.62,93303.58,92511.8,93844.71,94002.81,89294.55,99723.68,102341.1,105316.2,105871.6,102217.8,103367.7,97328.69,77986.25,54734.0,49008.53,46938.57,47450.08,51387.96,48251.7,48478.95,,
TGO,3563.386,3395.438,3091.628,2965.866,3240.485,3202.244,3725.131,3458.056,4313.022,4622.305,4388.159,4107.367,4551.174,5163.827,4887.698,5756.546,5199.343,4901.145,5240.841,6731.927,6562.309,7048.416,6596.807,6485.138,6230.892,6975.358,7385.409,7264.602,7605.567,7886.352,,
THA,158687.4,170511.9,182369.5,198427.1,213391.7,232026.1,253035.0,259825.5,238003.9,249309.0,250962.2,261704.8,272961.4,285615.9,304250.9,313508.6,317419.6,328689.7,333247.0,330724.0,350961.4,352232.1,373845.3,385944.7,379979.4,385005.7,395335.4,402247.0,407141.1,422086.6,,
TJK,17866.62,16973.26,13948.69,11085.08,8578.403,7964.317,7314.632,7551.099,7473.512,6984.97,6617.471,6635.253,6670.936,6823.689,7371.928,7439.92,7930.139,8645.112,9021.628,8699.999,8792.344,9063.632,9857.954,10279.99,11819.94,12418.63,13854.79,15256.51,16624.24,17506.19,,
TKM,111386.6,103321.9,72902.88,79656.96,72476.37,73248.71,69434.4,59665.76,60892.68,74692.17,88760.27,89663.32,94040.6,106023.3,112828.5,115757.7,117539.1,126568.8,131903.8,105037.0,116783.8,136682.1,144422.3,151152.8,151333.6,155077.1,152935.0,152505.5,154969.0,157330.4,,
TON,249.724,263.119,250.149,259.19,263.453,259.09,235.058,241.448,235.584,249.899,234.712,227.043,234.747,257.151,260.455,269.459,284.511,264.203,264.713,275.336,255.163,245.363,249.374,256.608,256.928,259.437,296.74,330.042,309.401,311.339,,
TTO,20086.7,20006.01,19935.96,15794.49,12376.39,11987.89,13060.56,13534.72,13951.6,14378.6,15192.11,16939.52,18600.82,22385.8,23439.11,25511.83,29053.69,29810.38,29476.22,28665.09,31447.24,32458.88,32018.83,32999.52,33026.97,32119.79,28518.25,28738.83,28688.27,28344.39,,
TUN,21249.42,22156.79,23482.4,23719.01,23442.99,23932.77,25320.25,25867.57,27259.15,28748.83,30039.54,30948.6,31076.52,30905.21,32168.85,32863.88,34013.88,35360.01,35900.1,36232.0,38675.36,37619.72,39293.74,39081.7,41424.35,41730.95,40937.84,41209.18,41391.63,41592.96,,
TUR,205439.3,207891.3,215378.0,221668.6,216832.3,231333.3,249038.9,258031.0,259245.7,259126.0,283075.6,261178.9,271454.7,282946.6,288963.7,301420.1,330635.1,360254.5,357384.7,360455.7,370445.2,393037.1,408590.2,399452.7,424701.3,432040.5,458996.4,500913.7,499294.1,488471.6,,
TZA,39830.09,40110.93,40226.71,40849.25,41586.56,45755.12,43922.27,43541.93,47080.71,48106.85,46102.46,47500.26,52036.9,56576.17,56694.25,59998.97,57649.38,60055.57,62151.93,62776.84,66513.6,70003.14,73471.96,77090.41,78026.84,81713.19,81448.3,80551.89,81791.37,83998.3,,
UGA,14311.34,14966.69,15310.54,15643.11,15298.91,16082.14,16907.2,17941.03,19145.85,18533.42,18868.97,19218.32,20211.72,22172.61,22296.57,24266.47,22929.58,25539.89,32036.36,32817.79,34478.8,34468.42,36059.88,36012.24,37060.18,39033.57,40258.88,41268.59,42843.2,43294.0,,
UKR,824832.4,782495.1,692865.1,609386.6,519562.7,495957.5,435389.9,411367.4,383372.1,376874.9,365956.6,366972.7,371565.2,396459.4,370499.6,357352.9,364583.9,373764.2,362709.3,307537.7,327538.1,343288.3,335938.1,331255.5,297017.9,247548.5,259413.1,233339.1,244839.7,233264.2,,
URY,28643.72,30254.95,31862.68,32397.33,32279.45,32473.87,33796.33,33506.92,33097.02,34155.51,32281.75,31904.1,32216.38,33100.8,35009.08,35180.92,37316.37,36276.87,38849.74,38403.77,36006.02,37556.47,38424.34,37431.85,36928.61,36763.09,37094.07,36334.46,36236.51,36117.1,,
USA,5834140.0,5788891.0,5872939.0,5984362.0,6078515.0,6146508.0,6316455.0,6578053.0,6624455.0,6625276.0,6787484.0,6736026.0,6582638.0,6645615.0,6732264.0,6752838.0,6660821.0,6767466.0,6583848.0,6158401.0,6427134.0,6229603.0,6011118.0,6152163.0,6197425.0,6082160.0,5974204.0,5918762.0,6121633.0,6001209.0,,
VCT,153.884,160.439,192.189,201.483,214.547,229.441,226.149,234.668,272.61,268.113,242.793,283.791,307.596,312.744,324.787,327.721,331.454,351.324,337.089,968.945,329.215,348.245,439.483,307.485,348.357,327.401,337.811,308.085,335.739,339.352,,
VEN,251314.2,261251.8,263741.1,272584.9,276121.9,296428.1,318346.1,335112.2,340408.8,323220.0,336624.0,341783.6,337782.3,325241.8,341810.8,355561.4,354973.4,349887.9,362221.1,353626.1,360837.3,358117.7,394471.0,396491.8,393759.6,371124.8,349730.9,320696.3,293718.5,255744.5,,
VNM,73504.02,77227.87,79648.96,84905.2,89773.3,97283.67,105200.7,112967.2,122692.3,127356.6,134891.9,139347.4,152013.3,159717.3,179067.5,188437.3,193386.3,206661.0,217273.4,239548.9,257635.0,262230.2,263495.3,276184.6,291878.9,333640.4,334448.7,342086.8,398894.9,450149.3,,
VUT,481.726,496.238,516.886,544.149,550.671,556.042,577.576,583.435,579.936,589.904,568.863,552.86,545.446,568.358,556.801,572.271,579.98,701.318,699.551,694.163,709.084,732.582,727.878,726.692,785.109,770.324,815.838,812.702,860.835,869.049,,
YEM,17796.79,19554.97,20108.95,21447.02,26310.49,27476.32,28127.82,29896.82,31155.79,33893.72,36864.56,38152.33,38226.83,41804.8,42243.46,44574.75,45857.42,46601.03,46364.13,49558.42,52165.09,48939.02,44503.26,54090.06,52318.71,29460.36,23896.81,23838.55,23855.66,25262.38,,
ZAF,331657.4,327747.6,323970.7,334540.9,341455.6,354339.6,364613.8,381035.8,388526.0,369000.0,373946.6,407958.8,422989.0,446841.0,475521.7,475535.7,478431.8,499380.9,532447.6,511382.0,534119.2,518340.2,538549.1,548353.4,560857.0,536121.0,536193.1,550699.3,549653.6,555431.7,,
ZMB,27456.5,27824.35,27979.57,27532.51,26814.21,26590.5,24719.76,25510.45,27231.88,25514.83,24797.15,25329.99,27612.86,29964.69,30036.96,31290.27,28859.14,29377.87,29797.92,28753.63,31196.56,30893.3,34556.47,35359.62,35417.2,36308.34,36392.21,36700.8,37562.17,37570.79,,
ZWE,32094.52,32377.86,33208.63,29653.79,29375.21,29197.04,31096.75,30039.69,31274.27,33769.14,31161.48,31705.3,28919.36,26450.84,26512.98,27161.75,26145.72,26572.59,24603.53,25656.96,28316.41,30691.57,30715.79,30608.72,28902.91,30697.72,28526.97,28300.6,30831.64,30527.39,,
