,001,011,022,035,042,045,046,047,048,054,056,057,058,062,071,072,075,081,091,098,111,112,121,211,212,232,233,244,245,246,247,248,251,261,265,266,267,268,269,271,273,277,278,282,287,288,289,291,292,323,334,335,341,411,423,431,511,512,513,514,515,516,522,523,524,531,532,533,541,562,572,582,583,584,585,591,592,598,611,621,625,628,633,634,635,641,642,651,652,653,654,655,656,657,658,659,661,662,663,664,665,667,671,672,673,674,675,676,677,679,681,682,683,684,685,686,687,689,692,693,694,695,696,697,699,711,713,714,716,718,721,723,724,725,726,727,728,736,737,741,742,744,745,749,751,759,763,764,771,773,775,776,778,785,786,791,792,793,812,821,831,842,843,844,845,846,847,848,851,871,872,874,881,882,884,885,892,893,894,895,896,897,898,899,951,971
ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,0.0,0.0,0.0,515800.0,376338.0,0.0,14882.0,12768.0,0.0,3229578.0,88238.0,536842.0,52048.0,0,114430.0,0.0,634642.0,227846.0,0.0,51592.0,12556.0,70862.0,0,61240.0,40408.0,80544.0,23624.0,0.0,730174.0,0.0,0.0,3458814.0,0.0,0.0,0.0,9806.0,0.0,0.0,259992.0,0.0,38296.0,0.0,815482.0,1981154.0,24497326.0,682546.0,0.0,813372.0,1185730.0,0.0,74632.0,4614810.0,15506.0,35908.0,0.0,0.0,0.0,0.0,8362.0,0.0,0.0,39618.0,644152.0,298768.0,0.0,0.0,95666.0,17248.0,508170.0,2287516.0,37028.0,322104.0,441512.0,0.0,0.0,0.0,1168.0,24822.0,466640.0,83392.0,408.0,440.0,0.0,2110628.0,2960400.0,253874.0,104444.0,399352.0,568834.0,104308.0,35938.0,75932.0,465212.0,54264.0,438018.0,258330.0,133114.0,50968.0,121180.0,13604.0,35594.0,0.0,16970112.0,10258.0,65690.0,77320.0,0,2042.0,3414964.0,272528.0,0.0,6840518.0,148488.0,3515306.0,166590.0,85472.0,0.0,0.0,762666.0,134012.0,348648.0,64978.0,3964.0,47338.0,2763468.0,107400.0,44336.0,0.0,151972.0,0.0,6048.0,155762.0,154468.0,0.0,12470.0,17596.0,72460.0,40842.0,15580.0,2408.0,13610.0,1898418.0,19108.0,53248.0,1938.0,0.0,0.0,162838.0,249468.0,15434.0,193822.0,0.0,201434.0,1956.0,0.0,80776.0,0.0,20544.0,380640.0,2866888.0,748982.0,30421024.0,19695408.0,13384208.0,26679446.0,10325044.0,117456.0,60752.0,23835428.0,0.0,20.0,52374.0,65068.0,6814.0,25244.0,0.0,3868552.0,301192.0,2165314.0,26326.0,39494.0,82280.0,16518.0,1518440.0,81446.0,0.0
AND,790892.0,0.0,1500.0,0.0,2272.0,0.0,0.0,0.0,34040.0,600.0,0.0,0.0,1326.0,0,0.0,0.0,0.0,0.0,0.0,28782.0,3781180.0,170424.0,0,0.0,0.0,0.0,488.0,0.0,0.0,25894.0,32098.0,119128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,1114772.0,548998.0,0.0,324168.0,0.0,0.0,0.0,0.0,16.0,156.0,0.0,0.0,0.0,46894.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,31010.0,0.0,0.0,0.0,213268.0,18234.0,0.0,0.0,16784.0,5258.0,0.0,0.0,0.0,7876.0,70700.0,2668.0,394.0,92210.0,16848.0,0.0,5494.0,394696.0,108454.0,63498.0,211552.0,126940.0,8190.0,0.0,0.0,4672.0,10672.0,63846.0,866.0,24006.0,63204.0,99248.0,7764.0,44132.0,0.0,0.0,0.0,7592.0,10038.0,0,946.0,0.0,1546.0,0.0,0.0,0.0,26000.0,0.0,0.0,0.0,0.0,168494.0,5272.0,536.0,11016.0,98396.0,435362.0,168020.0,0.0,1420.0,0.0,6612.0,0.0,14208.0,1217864.0,906714.0,0.0,243732.0,289350.0,774062.0,3312.0,1578.0,60058.0,292682.0,167804.0,136208.0,415798.0,145286.0,80998.0,199908.0,25288.0,3328.0,0.0,212690.0,0.0,186654.0,204614.0,82672.0,0.0,0.0,159872.0,112830.0,4282744.0,3416316.0,3181748.0,8149342.0,58494.0,630676.0,193356.0,72134.0,97256.0,196748.0,48582.0,107634.0,135634.0,275624.0,522818.0,167668.0,600288.0,5788958.0,2553316.0,1803518.0,43794.0,1392570.0,234618.0,9642208.0,159528.0,10214.0,937470.0
ARE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,68916702.0,1295393996.0,369923214.0,35123126.0,278762581.0,227844663.0,214589727.0,2265064.0,104586204.0,273595666.0,155664111.0,765065525.0,584384448.0,0,365672.0,48158.0,1247306.0,4733817384.0,25437206.0,196160218.0,33473720.0,179632400.0,0,2219980.0,3810480.0,163956.0,62876175.0,38718.0,28132874.0,28125802.0,49666185.0,27983076.0,165729282.0,0.0,0.0,18130154.0,1803742.0,19117956.0,153500.0,152.0,8219690.0,518454.0,42447108.0,8264394.0,245206.0,42141362.0,332636.0,43494986.0,5602778.0,250.0,633061154.0,136960896.0,218959874.0,15339256.0,3040.0,29845242.0,127217947.0,102486013.0,55765518.0,92586806.0,130751157.0,72441719.0,69350242.0,83961624.0,5758.0,3035738.0,82905627.0,44705910.0,397087265.0,3990626.0,3092918.0,85526096.0,359697721.0,98566.0,150018.0,10837138.0,87867427.0,92990345.0,9931928.0,12796650.0,16259564.0,16233732.0,679480.0,54668088.0,12799454.0,167072160.0,156353933.0,355835088.0,126396042.0,81372602.0,552906.0,10071304.0,7970056.0,17577506.0,9446328.0,2170966.0,27124292.0,68993778.0,6139240.0,17457556.0,24974242.0,310398.0,66850900.0,14432004.0,152781887.0,360546821.0,0,680910.0,21856898.0,768198.0,639736.0,29117956.0,1133468.0,89068515.0,447048.0,70288.0,17384.0,860130.0,74375678.0,29536760.0,18914490.0,47989014.0,16970020.0,24661850.0,71205352.0,26972.0,1462192.0,8681194.0,8079072.0,28851696.0,26518324.0,9463006.0,9769266.0,3298016.0,11618000.0,20988674.0,52667516.0,19974622.0,15813524.0,67001228.0,1423766.0,48783858.0,94543828.0,16385462.0,25965330.0,747708.0,1091930.0,33407264.0,12357132.0,2599138.0,46217096.0,140336.0,74693026.0,4920758.0,7914318.0,4375858.0,140110.0,46800578.0,14638316.0,166168818.0,11530652.0,9126268.0,14461868.0,2319664.0,21393662.0,19668548.0,6216348.0,174477284.0,101131093.0,317460.0,22480106.0,17813622.0,593790.0,56435824.0,11793830.0,5542370.0,215672648.0,56363515.0,50391518.0,8678362.0,1246726.0,1978830.0,30833592.0,21441926.0,7594160.0,54200.0
ARM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,942764524.0,3259579292.0,1383229056.0,13932168.0,487991048.0,245200610.0,72177420.0,18707880.0,191371442.0,329221896.0,23886224.0,639240540.0,252918764.0,0,27490986.0,196740.0,7705754.0,781339524.0,104231812.0,307975776.0,64540224.0,914639058.0,0,40548490.0,3723604.0,859946.0,15525066.0,510468.0,1820588.0,837534714.0,54823960.0,63255454.0,1377816.0,1080.0,453984.0,6299420.0,1510468.0,28187082.0,55424312.0,20581392.0,21343626.0,14487920.0,186986400.0,205035830.0,6479644348.0,212813266.0,7537070.0,157859022.0,75861538.0,7165682.0,1403020888.0,66376036.0,2624699270.0,302556220.0,8468310.0,39571752.0,28259510.0,45608804.0,5347978.0,5960676.0,9025720.0,28927888.0,329135812.0,188173202.0,102222.0,28283670.0,9619482.0,119803568.0,1329495402.0,35097904.0,21013318.0,124330694.0,316397700.0,2011204.0,19132710.0,25479276.0,286208484.0,197510550.0,30008298.0,39427316.0,28995218.0,42600830.0,4436210.0,67307300.0,24728900.0,360217272.0,124350646.0,864946410.0,152610130.0,125010198.0,16781188.0,19048538.0,6644906.0,147996352.0,123929344.0,92354904.0,54092664.0,117391694.0,102098806.0,47694516.0,41488524.0,83377404.0,146922408.0,995994746.0,325711708.0,677344556.0,0,30843862.0,69729142.0,47169944.0,119451694.0,1288387604.0,57957930.0,466324712.0,615229416.0,4382400.0,17034976.0,18512932.0,115135570.0,63871770.0,74363696.0,82132156.0,24455162.0,113784370.0,359838110.0,12778284.0,144743244.0,70168276.0,179123116.0,33417116.0,166408842.0,175013432.0,35847046.0,21943832.0,132790186.0,103234458.0,826951988.0,141513440.0,42388864.0,136051890.0,51894220.0,234505594.0,180888258.0,82833278.0,53965518.0,137965556.0,28586132.0,489550024.0,156535368.0,25300494.0,180249558.0,109454570.0,534967902.0,6210454.0,44413084.0,67606848.0,3163656.0,822651774.0,47949726.0,168921572.0,24237790.0,59608134.0,98881296.0,24597520.0,148227220.0,66511658.0,44948152.0,50035666.0,90850216.0,40935542.0,323710980.0,237934982.0,59465588.0,519314852.0,218390608.0,58211076.0,442662670.0,240764798.0,296480862.0,40688426.0,46773402.0,92178248.0,176358376.0,169484656.0,24775784.0,8202110250.0
AUT,167717452.0,375420438.0,84967064.0,223114.0,175316.0,2015110.0,12350328.0,1963708.0,303223370.0,85346751.0,16298268.0,84345500.0,423450146.0,0,58184119.0,1028712.0,11655454.0,253998463.0,17337524.0,204035694.0,419742433.0,111827387.0,0,1611372.0,360846.0,1035882.0,29940776.0,443032.0,1004722.0,44867446.0,136650381.0,1970779294.0,258370770.0,56676.0,4068966.0,91193652.0,7562450.0,621376.0,21318424.0,0.0,32742254.0,2039660.0,233841395.0,156526761.0,28351370.0,152526551.0,19548582.0,36005258.0,22915148.0,219530.0,611931922.0,56691922.0,5280194.0,18644504.0,5859450.0,15785218.0,30843062.0,41747184.0,74383348.0,30084130.0,388348199.0,108899685.0,107017600.0,91649474.0,21804972.0,15737608.0,1978630.0,376667993.0,2735377826.0,21605006.0,97864.0,984317819.0,841906589.0,4828644.0,36433037.0,0.0,126607758.0,632457127.0,44581162.0,282609829.0,0.0,271002338.0,20116820.0,848063553.0,173709669.0,4687510044.0,720220764.0,678907396.0,570961746.0,416903132.0,87346388.0,202525295.0,347202501.0,417935326.0,221970111.0,100296145.0,113110864.0,686158827.0,510199843.0,61316442.0,606528336.0,6093924.0,238148792.0,352899969.0,912762838.0,2192421304.0,0,296334336.0,154503133.0,129268671.0,39352332.0,780622247.0,185546117.0,1190587311.0,11019106.0,9235804.0,1539758.0,24803010.0,373064750.0,164998767.0,212931311.0,880392020.0,26620750.0,254043822.0,2221263692.0,71309685.0,290865917.0,106405891.0,622312028.0,181055987.0,465195616.0,640249269.0,420510183.0,370570118.0,408114451.0,383929962.0,3096813832.0,391532409.0,428301505.0,375832696.0,118411849.0,1080718116.0,727547213.0,469094727.0,102411236.0,30363584.0,65354197.0,1026260881.0,935226959.0,181645602.0,478088213.0,89150056.0,1248486407.0,46673825.0,452152123.0,788304122.0,2394482.0,64588279.0,697090740.0,1989055870.0,40600732.0,317469226.0,494657140.0,73029646.0,642500278.0,926897479.0,156582091.0,129810885.0,963802525.0,71118655.0,301948089.0,697659574.0,110197052.0,82370444.0,346588249.0,73328462.0,729178693.0,1058305514.0,1297024961.0,319582754.0,67667634.0,74869601.0,929428580.0,250556721.0,15938926.0,17911480.0
